Symbol,Company,ISIN,Ticker
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,NSE:POONAWALLA
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,NSE:POWERGRID
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,NSE:POWERINDIA
POWERMECH,Power Mech Projects Limited,INE211R01019,NSE:POWERMECH
PPAP,PPAP Automotive Limited,INE095I01015,NSE:PPAP
PPL,Prakash Pipes Limited,INE050001010,NSE:PPL
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,NSE:PPLPHARMA
PRABHA,Prabha Energy Limited,INE0I0M01023,NSE:PRABHA
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,NSE:PRAENG
PRAJIND,Praj Industries Limited,INE074A01025,NSE:PRAJIND
PRAKASH,Prakash Industries Limited,INE603A01013,NSE:PRAKASH
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,NSE:PRAKASHSTL
PRAXIS,Praxis Home Retail Limited,INE546Y01022,NSE:PRAXIS
PRECAM,Precision Camshafts Limited,INE484I01029,NSE:PRECAM
PRECWIRE,Precision Wires India Limited,INE372C01037,NSE:PRECWIRE
PREMEXPLN,Premier Explosives Limited,INE863B01029,NSE:PREMEXPLN
PREMIERENE,Premier Energies Limited,INE0BS701011,NSE:PREMIERENE
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,NSE:PREMIERPOL
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,NSE:PRESTIGE
PRICOLLTD,Pricol Limited,INE726V01018,NSE:PRICOLLTD
PRIMESECU,Prime Securities Limited,INE032B01021,NSE:PRIMESECU
PRIMO,Primo Chemicals Limited,INE607A01022,NSE:PRIMO
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,NSE:PRINCEPIPE
PRITI,Priti International Limited,INE974Z01015,NSE:PRITI
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029,NSE:PRITIKAUTO
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,NSE:PRIVISCL
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,NSE:PROSTARM
PROTEAN,Protean eGov Technologies Limited,INE004A01022,NSE:PROTEAN
PROZONER,Prozone Realty Limited,INE195N01013,NSE:PROZONER
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,NSE:PRSMJOHNSN
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,NSE:PRUDENT
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,NSE:PRUDMOULI
PSB,Punjab & Sind Bank,INE608A01012,NSE:PSB
PSPPROJECT,PSP Projects Limited,INE488V01015,NSE:PSPPROJECT
PTC,PTC India Limited,INE877F01012,NSE:PTC
PTCIL,PTC Industries Limited,INE596F01018,NSE:PTCIL
PTL,PTL Enterprises Limited,INE034D01049,NSE:PTL
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,NSE:PUNJABCHEM
PURVA,Puravankara Limited,INE323I01011,NSE:PURVA
PVP,PVP Ventures Limited,INE362A01016,NSE:PVP
PVRINOX,PVR INOX Limited,INE191H01014,NSE:PVRINOX
PVSL,Popular Vehicles and Services Limited,INE772T01024,NSE:PVSL
PWL,Physicswallah Limited,INE0LP301011,NSE:PWL
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,NSE:PYRAMID
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,NSE:QPOWER
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,NSE:QUADFUTURE
QUESS,Quess Corp Limited,INE615P01015,NSE:QUESS
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,NSE:QUICKHEAL
RACE,Race Eco Chain Limited,INE084Q01012,NSE:RACE
RACLGEAR,RACL Geartech Limited,INE704B01017,NSE:RACLGEAR
RADAAN,Radaan Mediaworks India Limited,INE874F01027,NSE:RADAAN
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,NSE:RADHIKAJWE
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,NSE:RADIANTCMS
RADICO,Radico Khaitan Limited,INE944F01028,NSE:RADICO
RADIOCITY,Music Broadcast Limited,INE919I01024,NSE:RADIOCITY
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,NSE:RAILTEL
RAIN,Rain Industries Limited,INE855B01025,NSE:RAIN
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,NSE:RAINBOW
RAJMET,Rajnandini Metal Limited,INE00KV01022,NSE:RAJMET
RAJOOENG,Rajoo Engineers Limited,INE535F01024,NSE:RAJOOENG
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,NSE:RAJRATAN
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,NSE:RAJSREESUG
RAJTV,Raj Television Network Limited,INE952H01027,NSE:RAJTV
RALLIS,Rallis India Limited,INE613A01020,NSE:RALLIS
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,NSE:RAMANEWS
RAMAPHO,Rama Phosphates Limited,INE809A01032,NSE:RAMAPHO
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,NSE:RAMASTEEL
RAMCOCEM,The Ramco Cements Limited,INE331A01037,NSE:RAMCOCEM
RAMCOIND,Ramco Industries Limited,INE614A01028,NSE:RAMCOIND
RAMCOSYS,Ramco Systems Limited,INE246B01019,NSE:RAMCOSYS
RAMKY,Ramky Infrastructure Limited,INE874I01013,NSE:RAMKY
RAMRAT,Ram Ratna Wires Limited,INE207E01023,NSE:RAMRAT
RANASUG,Rana Sugars Limited,INE625B01014,NSE:RANASUG
RANEHOLDIN,Rane Holdings Limited,INE384A01010,NSE:RANEHOLDIN
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,NSE:RATEGAIN
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,NSE:RATNAMANI
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,NSE:RATNAVEER
RAYMOND,Raymond Limited,INE301A01014,NSE:RAYMOND
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,NSE:RAYMONDLSL
RAYMONDREL,Raymond Realty Limited,INE1SY401010,NSE:RAYMONDREL
RBA,Restaurant Brands Asia Limited,INE07T201019,NSE:RBA
RBLBANK,RBL Bank Limited,INE976G01028,NSE:RBLBANK
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,NSE:RBZJEWEL
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,NSE:RCF
RECLTD,REC Limited,INE020B01018,NSE:RECLTD
REDINGTON,Redington Limited,INE891D01026,NSE:REDINGTON
REDTAPE,Redtape Limited,INE0LXT01019,NSE:REDTAPE
REFEX,Refex Industries Limited,INE056I01025,NSE:REFEX
REGAAL,Regaal Resources Limited,INE0MHO01029,NSE:REGAAL
REGENCERAM,Regency Ceramics Limited,INE277C01012,NSE:REGENCERAM
RELAXO,Relaxo Footwears Limited,INE131B01039,NSE:RELAXO
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,NSE:RELCHEMQ
RELIABLE,Reliable Data Services Limited,INE375Y01018,NSE:RELIABLE
RELIANCE,Reliance Industries Limited,INE002A01018,NSE:RELIANCE
RELIGARE,Religare Enterprises Limited,INE621H01010,NSE:RELIGARE
RELTD,Ravindra Energy Limited,INE206N01018,NSE:RELTD
REMSONSIND,Remsons Industries Limited,INE474C01023,NSE:REMSONSIND
RENUKA,Shree Renuka Sugars Limited,INE087H01022,NSE:RENUKA
REPCOHOME,Repco Home Finance Limited,INE612J01015,NSE:REPCOHOME
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,NSE:REPL
REPRO,Repro India Limited,INE461B01014,NSE:REPRO
RESPONIND,Responsive Industries Limited,INE688D01026,NSE:RESPONIND
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,NSE:RETAIL
RGL,Renaissance Global Limited,INE722H01024,NSE:RGL
RHETAN,Rhetan TMT Limited,INE0KKN01029,NSE:RHETAN
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,NSE:RHIM
RHL,Robust Hotels Limited,INE508K01013,NSE:RHL
RICOAUTO,Rico Auto Industries Limited,INE209B01025,NSE:RICOAUTO
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,NSE:RIIL
RISHABH,Rishabh Instruments Limited,INE0N2P01017,NSE:RISHABH
RITCO,Ritco Logistics Limited,INE01EG01016,NSE:RITCO
RITES,RITES Limited,INE320J01015,NSE:RITES
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,NSE:RKDL
RKEC,RKEC Projects Limited,INE786W01010,NSE:RKEC
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,NSE:RKFORGE
RKSWAMY,R K Swamy Limited,INE0NQ801033,NSE:RKSWAMY
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026,NSE:RMDRIP
RML,Rane (Madras) Limited,INE050H01012,NSE:RML
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,NSE:ROHLTD
ROLEXRINGS,Rolex Rings Limited,INE645S01024,NSE:ROLEXRINGS
ROML,Raj Oil Mills Limited,INE294G01026,NSE:ROML
ROSSARI,Rossari Biotech Limited,INE02A801020,NSE:ROSSARI
ROSSELLIND,Rossell India Limited,INE847C01020,NSE:ROSSELLIND
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,NSE:ROSSTECH
ROTO,Roto Pumps Limited,INE535D01037,NSE:ROTO
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,NSE:ROUTE
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,NSE:RPEL
RPGLIFE,RPG Life Sciences Limited,INE105J01010,NSE:RPGLIFE
RPOWER,Reliance Power Limited,INE614G01033,NSE:RPOWER
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,NSE:RPPINFRA
RPPL,Rajshree Polypack Limited,INE760W01023,NSE:RPPL
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,NSE:RPSGVENT
RPTECH,Rashi Peripherals Limited,INE0J1F01024,NSE:RPTECH
RRKABEL,R R Kabel Limited,INE777K01022,NSE:RRKABEL
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,NSE:RSSOFTWARE
RSWM,RSWM Limited,INE611A01016,NSE:RSWM
RSYSTEMS,R Systems International Limited,INE411H01032,NSE:RSYSTEMS
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,NSE:RTNINDIA
RTNPOWER,RattanIndia Power Limited,INE399K01017,NSE:RTNPOWER
RUBFILA,Rubfila International Limited,INE642C01025,NSE:RUBFILA
RUBICON,Rubicon Research Limited,INE506V01022,NSE:RUBICON
RUBYMILLS,The Ruby Mills Limited,INE301D01026,NSE:RUBYMILLS
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,NSE:RUCHINFRA
RUCHIRA,Ruchira Papers Limited,INE803H01014,NSE:RUCHIRA
RUDRA,Rudra Global Infra Products Limited,INE027T01023,NSE:RUDRA
RUPA,Rupa & Company Limited,INE895B01021,NSE:RUPA
RUSHIL,Rushil Decor Limited,INE573K01025,NSE:RUSHIL
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,NSE:RUSTOMJEE
RVHL,Ravinder Heights Limited,INE09E501017,NSE:RVHL
RVNL,Rail Vikas Nigam Limited,INE415G01027,NSE:RVNL
RVTH,Revathi Equipment India Limited,INE0DAB01012,NSE:RVTH
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,NSE:SAATVIKGL
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,NSE:SADBHIN
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,NSE:SADHNANIQ
SAFARI,Safari Industries (India) Limited,INE429E01023,NSE:SAFARI
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,NSE:SAGARDEEP
SAGCEM,Sagar Cements Limited,INE229C01021,NSE:SAGCEM
SAGILITY,SAGILITY LIMITED,INE0W2G01015,NSE:SAGILITY
SAHYADRI,Sahyadri Industries Limited,INE280H01015,NSE:SAHYADRI
SAIL,Steel Authority of India Limited,INE114A01011,NSE:SAIL
SAILIFE,Sai Life Sciences Limited,INE570L01029,NSE:SAILIFE
SAKAR,Sakar Healthcare Limited,INE732S01012,NSE:SAKAR
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,NSE:SAKHTISUG
SAKSOFT,Saksoft Limited,INE667G01023,NSE:SAKSOFT
SAKUMA,Sakuma Exports Limited,INE190H01024,NSE:SAKUMA
SALASAR,Salasar Techno Engineering Limited,INE170V01027,NSE:SALASAR
SALONA,Salona Cotspin Limited,INE498E01010,NSE:SALONA
SALZERELEC,Salzer Electronics Limited,INE457F01013,NSE:SALZERELEC
SAMBHAAV,Sambhaav Media Limited,INE699B01027,NSE:SAMBHAAV
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,NSE:SAMBHV
SAMHI,Samhi Hotels Limited,INE08U801020,NSE:SAMHI
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,NSE:SAMMAANCAP
SAMPANN,Sampann Utpadan India Limited,INE735M01018,NSE:SAMPANN
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,NSE:SANATHAN
SANDESH,The Sandesh Limited,INE583B01015,NSE:SANDESH
SANDHAR,Sandhar Technologies Limited,INE278H01035,NSE:SANDHAR
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,NSE:SANDUMA
SANGAMIND,Sangam (India) Limited,INE495C01010,NSE:SANGAMIND
SANGHIIND,Sanghi Industries Limited,INE999B01013,NSE:SANGHIIND
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,NSE:SANGHVIMOV
SANOFI,Sanofi India Limited,INE058A01010,NSE:SANOFI
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,NSE:SANOFICONR
SANSERA,Sansera Engineering Limited,INE953O01021,NSE:SANSERA
SANSTAR,Sanstar Limited,INE08NE01025,NSE:SANSTAR
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,NSE:SAPPHIRE
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,NSE:SARDAEN
SAREGAMA,Saregama India Limited,INE979A01025,NSE:SAREGAMA
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,NSE:SARLAPOLY
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,NSE:SARVESHWAR
SASKEN,Sasken Technologies Limited,INE231F01020,NSE:SASKEN
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,NSE:SASTASUNDR
SATIA,Satia Industries Limited,INE170E01023,NSE:SATIA
SATIN,Satin Creditcare Network Limited,INE836B01017,NSE:SATIN
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,NSE:SAURASHCEM
SBC,SBC Exports Limited,INE04AK01028,NSE:SBC
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,NSE:SBCL
SBFC,SBFC Finance Limited,INE423Y01016,NSE:SBFC
SBGLP,Suratwwala Business Group Limited,INE05ST01028,NSE:SBGLP
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,NSE:SBICARD
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,NSE:SBILIFE
SBIN,State Bank of India,INE062A01020,NSE:SBIN
SCHAEFFLER,Schaeffler India Limited,INE513A01022,NSE:SCHAEFFLER
SCHAND,S Chand And Company Limited,INE807K01035,NSE:SCHAND
SCI,Shipping Corporation Of India Limited,INE109A01011,NSE:SCI
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,NSE:SCILAL
SCODATUBES,Scoda Tubes Limited,INE090501011,NSE:SCODATUBES
SDBL,Som Distilleries & Breweries Limited,INE480C01038,NSE:SDBL
SEAMECLTD,Seamec Limited,INE497B01018,NSE:SEAMECLTD
SECMARK,SecMark Consultancy Limited,INE0BTM01013,NSE:SECMARK
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,NSE:SECURKLOUD
SEJALLTD,Sejal Glass Limited,INE955I01044,NSE:SEJALLTD
SELMC,SEL Manufacturing Company Limited,INE105I01020,NSE:SELMC
SEMAC,Semac Construction Limited,INE617A01013,NSE:SEMAC
SENCO,Senco Gold Limited,INE602W01027,NSE:SENCO
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,NSE:SENORES
SEPC,SEPC Limited,INE964H01014,NSE:SEPC
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,NSE:SERVOTECH
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,NSE:SESHAPAPER
SETCO,Setco Automotive Limited,INE878E01021,NSE:SETCO
SETL,Standard Engineering Technology Limited,INE0M4D01010,NSE:SETL
SFL,Sheela Foam Limited,INE916U01025,NSE:SFL
SGFIN,SG Finserve Limited,INE618R01015,NSE:SGFIN
SGIL,Synergy Green Industries Limited,INE00QT01015,NSE:SGIL
SGL,STL Global Limited,INE353H01010,NSE:SGL
SGMART,SG Mart Limited,INE385F01024,NSE:SGMART
SHADOWFAX,Shadowfax Technologies Limited,INE12UN01015,NSE:SHADOWFAX
SHAH,Shah Metacorp Limited,INE482J01021,NSE:SHAH
SHAHALLOYS,Shah Alloys Limited,INE640C01011,NSE:SHAHALLOYS
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,NSE:SHAILY
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,NSE:SHAKTIPUMP
SHALBY,Shalby Limited,INE597J01018,NSE:SHALBY
SHALPAINTS,Shalimar Paints Limited,INE849C01026,NSE:SHALPAINTS
SHANKARA,Shankara Building Products Limited,INE274V01019,NSE:SHANKARA
SHANTI,Shanti Overseas (India) Limited,INE933X01016,NSE:SHANTI
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,NSE:SHANTIGEAR
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017,NSE:SHANTIGOLD
SHARDACROP,Sharda Cropchem Limited,INE221J01015,NSE:SHARDACROP
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,NSE:SHARDAMOTR
SHAREINDIA,Share India Securities Limited,INE932X01026,NSE:SHAREINDIA
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,NSE:SHEKHAWATI
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,NSE:SHEMAROO
SHILCTECH,Shilchar Technologies Limited,INE024F01011,NSE:SHILCTECH
SHILPAMED,Shilpa Medicare Limited,INE790G01031,NSE:SHILPAMED
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,NSE:SHIVALIK
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,NSE:SHIVAMAUTO
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,NSE:SHIVAMILLS
SHIVATEX,Shiva Texyarn Limited,INE705C01020,NSE:SHIVATEX
SHIVAUM,Shiv Aum Steels Limited,INE719F01016,NSE:SHIVAUM
SHK,S H Kelkar and Company Limited,INE500L01026,NSE:SHK
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,NSE:SHOPERSTOP
SHRADHA,Shradha Realty Limited,INE715Y01031,NSE:SHRADHA
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,NSE:SHREDIGCEM
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,NSE:SHREECEM
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,NSE:SHREEJISPG
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,NSE:SHREEPUSHK
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,NSE:SHREERAMA
SHREYANIND,Shreyans Industries Limited,INE231C01019,NSE:SHREYANIND
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,NSE:SHRINGARMS
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,NSE:SHRIPISTON
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,NSE:SHRIRAMFIN
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,NSE:SHRIRAMPPS
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,NSE:SHYAMCENT
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,NSE:SHYAMMETL
SHYAMTEL,Shyam Telecom Limited,INE635A01023,NSE:SHYAMTEL
SIEMENS,Siemens Limited,INE003A01024,NSE:SIEMENS
SIGACHI,Sigachi Industries Limited,INE0D0K01022,NSE:SIGACHI
SIGIND,Signet Industries Limited,INE529F01035,NSE:SIGIND
SIGMA,Sigma Solve Limited,INE0A0S01028,NSE:SIGMA
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,INE933B01012,NSE:SIGMAADV
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,NSE:SIGNATURE
SIGNPOST,Signpost India Limited,INE0KGZ01021,NSE:SIGNPOST
SIKKO,Sikko Industries Limited,INE112X01025,NSE:SIKKO
SIL,Standard Industries Limited,INE173A01025,NSE:SIL
SILGO,Silgo Retail Limited,INE01II01013,NSE:SILGO
SILINV,SIL Investments Limited,INE923A01015,NSE:SILINV
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,NSE:SILLYMONKS
SILVERTUC,Silver Touch Technologies Limited,INE625X01026,NSE:SILVERTUC
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,NSE:SIMPLEXINF
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,NSE:SINCLAIR
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,NSE:SINDHUTRAD
SINTERCOM,Sintercom India Limited,INE129Z01016,NSE:SINTERCOM
SIRCA,Sirca Paints India Limited,INE792Z01011,NSE:SIRCA
SIS,SIS LIMITED,INE285J01028,NSE:SIS
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,NSE:SIYSIL
SJS,S.J.S. Enterprises Limited,INE284S01014,NSE:SJS
SJVN,SJVN Limited,INE002L01015,NSE:SJVN
SKFINDIA,SKF India Limited,INE640A01023,NSE:SKFINDIA
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,NSE:SKFINDUS
SKIPPER,Skipper Limited,INE439E01022,NSE:SKIPPER
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023,NSE:SKMEGGPROD
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,NSE:SKYGOLD
SMARTLINK,Smartlink Holdings Limited,INE178C01020,NSE:SMARTLINK
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,NSE:SMARTWORKS
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,NSE:SMCGLOBAL
SMLMAH,SML Mahindra Limited,INE294B01019,NSE:SMLMAH
SMLT,Sarthak Metals Limited,INE017W01010,NSE:SMLT
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,NSE:SMSPHARMA
SNOWMAN,Snowman Logistics Limited,INE734N01019,NSE:SNOWMAN
SOBHA,Sobha Limited,INE671H01015,NSE:SOBHA
SOFTTECH,Softtech Engineers Limited,INE728Z01015,NSE:SOFTTECH
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,NSE:SOLARA
SOLARINDS,Solar Industries India Limited,INE343H01029,NSE:SOLARINDS
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,NSE:SOLARWORLD
SOLEX,Solex Energy Limited,INE880Y01017,NSE:SOLEX
SOMANYCERA,Somany Ceramics Limited,INE355A01028,NSE:SOMANYCERA
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,NSE:SOMICONVEY
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,NSE:SONACOMS
SONAMLTD,SONAM LIMITED,INE00LM01029,NSE:SONAMLTD
SONATSOFTW,Sonata Software Limited,INE269A01021,NSE:SONATSOFTW
SOTL,Savita Oil Technologies Limited,INE035D01020,NSE:SOTL
SOUTHBANK,The South Indian Bank Limited,INE683A01023,NSE:SOUTHBANK
SPAL,S. P. Apparels Limited,INE212I01016,NSE:SPAL
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,NSE:SPANDANA
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,NSE:SPARC
SPCENET,Spacenet Enterprises India Limited,INE970N01027,NSE:SPCENET
SPECIALITY,Speciality Restaurants Limited,INE247M01014,NSE:SPECIALITY
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,NSE:SPECTRUM
SPENCERS,Spencer's Retail Limited,INE020801028,NSE:SPENCERS
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,NSE:SPIC
SPLIL,SPL Industries Limited,INE978G01016,NSE:SPLIL
SPLPETRO,Supreme Petrochem Limited,INE663A01033,NSE:SPLPETRO
SPMLINFRA,SPML Infra Limited,INE937A01023,NSE:SPMLINFRA
SPORTKING,Sportking India Limited,INE885H01029,NSE:SPORTKING
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,NSE:SRD
SREEL,Sreeleathers Limited,INE099F01013,NSE:SREEL
SRF,SRF Limited,INE647A01010,NSE:SRF
SRGHFL,SRG Housing Finance Limited,INE559N01010,NSE:SRGHFL
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,NSE:SRHHYPOLTD
SRM,SRM Contractors Limited,INE0R6Z01013,NSE:SRM
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,NSE:SSDL
SSWL,Steel Strips Wheels Limited,INE802C01033,NSE:SSWL
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,NSE:STALLION
STANLEY,Stanley Lifestyles Limited,INE01A001028,NSE:STANLEY
STAR,Strides Pharma Science Limited,INE939A01011,NSE:STAR
STARCEMENT,Star Cement Limited,INE460H01021,NSE:STARCEMENT
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,NSE:STARHEALTH
STARPAPER,Star Paper Mills Limited,INE733A01018,NSE:STARPAPER
STARTECK,Starteck Finance Limited,INE992I01013,NSE:STARTECK
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,NSE:STCINDIA
STEELCAS,Steelcast Limited,INE124E01038,NSE:STEELCAS
STEELCITY,Steel City Securities Limited,INE395H01011,NSE:STEELCITY
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,NSE:STEELXIND
STEL,Stel Holdings Limited,INE577L01016,NSE:STEL
STERTOOLS,Sterling Tools Limited,INE334A01023,NSE:STERTOOLS
STLNETWORK,STL Networks Limited,INE1VXE01018,NSE:STLNETWORK
STLTECH,Sterlite Technologies Limited,INE089C01029,NSE:STLTECH
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,NSE:STOVEKRAFT
STUDDS,Studds Accessories Limited,INE00Q601028,NSE:STUDDS
STYL,Seshaasai Technologies Limited,INE04VU01023,NSE:STYL
STYLAMIND,Stylam Industries Limited,INE239C01020,NSE:STYLAMIND
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,NSE:STYLEBAAZA
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,NSE:STYRENIX
SUBEXLTD,Subex Limited,INE754A01055,NSE:SUBEXLTD
SUBROS,Subros Limited,INE287B01021,NSE:SUBROS
SUDARCOLOR,Sudarshan Colorants India Limited,INE492A01029,NSE:SUDARCOLOR
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,NSE:SUDARSCHEM
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,NSE:SUDEEPPHRM
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,NSE:SUKHJITS
SULA,Sula Vineyards Limited,INE142Q01026,NSE:SULA
SUMEETINDS,Sumeet Industries Limited,INE235C01036,NSE:SUMEETINDS
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,NSE:SUMICHEM
SUMIT,Sumit Woods Limited,INE748Z01013,NSE:SUMIT
SUMMITSEC,Summit Securities Limited,INE519C01017,NSE:SUMMITSEC
